what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295465653
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279295470293
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295476791
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295481166
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295482275
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295528923
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295531329
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295536171
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1279295539515
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279295542311
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295552153
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295573055
