what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1279309123749
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279309126796
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279309126874
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1279309136858
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279309138045
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279309141389
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279309145045
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1279309152420
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279309153342
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279309155920
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279309158420
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1279309159217
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.closeProject",1279309163498
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279309163983
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279309167279
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309186373
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309186592
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309186748
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309186951
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309187107
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309187389
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279309193982
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1279309199982
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309211591
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309229622
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1279309240904
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1279309242404
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279309264903
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309290669
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309295825
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1279309297668
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279309299965
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309304028
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309306200
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309308340
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309309090
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309309840
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309311356
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1279309313512
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309314824
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309329684
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309354230
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309365636
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309372667
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309596805
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309598211
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309611164
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1279309612524
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1279309614868
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309619586
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309621586
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309625211
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309629524
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279309634227
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309640226
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309646319
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309646522
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309646788
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309647225
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1279309668723
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1279309671191
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309671707
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309672285
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309672941
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1279309677706
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279309680487
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309681815
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309684081
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309685065
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309690814
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309707281
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309710702
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309727279
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309733465
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309744402
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309745948
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1279309748557
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1279309751448
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1279309761447
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1279309766321
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309767899
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279309769711
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279309776601
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1279309795115
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279309798333
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309799645
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309810519
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279309821471
